,bid,ask,relative spread
632.5,72.21999999999998,72.32999999999997,0.0015219647180906184
637.5,72.22,72.33,0.001521964718090618
642.5,72.21999999999998,72.33000000000001,0.001521964718090618
647.5,72.22,72.33000000000001,0.001521964718090618
652.5,72.22,72.33000000000001,0.001521964718090618
657.5,72.22,72.33000000000001,0.0015219647180906182
662.5,72.22,72.32859818598399,0.0015025825780565268
667.5,72.22000000000001,72.32,0.0013837000138369215
672.5,72.22000000000001,72.32,0.0013837000138369215
677.5,72.22,72.32,0.0013837000138369215
682.5,72.22,72.32,0.0013837000138369217
687.5,72.22,72.32000000000001,0.0013837000138369215
692.5,72.226542657536,72.32,0.0012931128941736235
697.5,72.23590402355198,72.31999999999996,0.0011635103305583357
702.5,72.24,72.32,0.0011068068622025217
707.5,72.24000000000001,72.32,0.001106806862202522
712.5,72.24000000000001,72.32,0.001106806862202522
717.5,72.23999999999998,72.32,0.001106806862202522
722.5,72.24,72.32000000000001,0.0011068068622025217
727.5,72.24000000000001,72.31999999999998,0.0011068068622025217
732.5,72.23999999999998,72.32,0.001106806862202522
737.5,72.24,72.32,0.001106806862202522
742.5,72.24,72.32,0.001106806862202522
747.5,72.24370644019199,72.32,0.001055503115246428
752.5,72.25919458816001,72.32,0.0008411451306049506
757.5,72.27071856127999,72.32,0.0006816687177240245
762.5,72.26999999999998,72.32000000000001,0.0006916107614634093
767.5,72.27000000000001,72.32,0.0006916107614634092
772.5,72.27000000000001,72.32,0.0006916107614634092
777.5,72.27,72.32,0.0006916107614634092
782.5,72.27070860748802,72.32492463923197,0.0007498968440476294
787.5,72.26999999999998,72.33,0.0008298755186722307
792.5,72.27,72.33000000000001,0.0008298755186722307
797.5,72.27,72.33,0.0008298755186722307
802.5,72.27000000000001,72.32255375513598,0.0007269201948483922
807.5,72.27,72.310021117952,0.000553618905094823
812.5,72.27,72.31,0.0005533268778531783
817.5,72.27000000000001,72.31000000000002,0.0005533268778531784
822.5,72.26999999999998,72.31,0.0005533268778531783
827.5,72.27,72.31,0.0005533268778531783
832.5,72.222051074048,72.30038995404801,0.0010841436846043876
837.5,72.22,72.3,0.0011071132023249143
842.5,72.223261209088,72.3,0.001061962347856095
847.5,72.238087555072,72.3,0.0008566987166419372
852.5,72.242317569536,72.3,0.0007981407058836779
857.5,72.243772345344,72.30000000000001,0.0007780040099308248
862.5,72.248164412416,72.30000000000001,0.0007172117137516741
867.5,72.24730354176,72.3,0.0007291276124360907
872.5,72.249132664832,72.3,0.0007038076126946072
877.5,72.244928873984,72.3,0.0007619978089941249
882.5,72.231924360704,72.3,0.0009420240551316589
887.5,72.22948731391999,72.29142364415999,0.0008571331337691484
892.5,72.231368923648,72.29,0.0008113895804949621
897.5,72.21615984127999,72.29,0.0010219678189667043
902.5,72.21,72.29,0.0011072664359863323
907.5,72.222454093312,72.29,0.0009348134272209097
912.5,72.22173528627201,72.29,0.0009447649753460451
917.5,72.21484539494399,72.29,0.0010401696604607912
922.5,72.21,72.29,0.0011072664359863323
927.5,72.21,72.29,0.0011072664359863323
932.5,72.21,72.29,0.0011072664359863323
937.5,72.219399831552,72.28808828416001,0.00095065502281586
942.5,72.21817966387201,72.28434729727998,0.0009157998173361182
947.5,72.218556763648,72.28,0.0008504350940626681
952.5,72.214799524864,72.28000000000002,0.0009024635926874977
957.5,72.22893517209602,72.28000000000002,0.0007067368354725893
962.5,72.23,72.28,0.000691993633658531
967.5,72.23105419673601,72.28350076416001,0.0007258296628933185
972.5,72.24,72.29,0.0006918978758736784
977.5,72.24,72.29,0.0006918978758736784
982.5,72.24,72.29,0.0006918978758736784
987.5,72.24,72.29,0.0006918978758736784
992.5,72.24,72.29,0.0006918978758736784
997.5,72.24,72.29,0.0006918978758736784
1002.5,72.24,72.29,0.0006918978758736784
1007.5,72.24,72.29,0.0006918978758736784
1012.5,72.22187841331198,72.289986377728,0.0009426139897641856
1017.5,72.20999999999998,72.28112526899201,0.0009844691469146072
1022.5,72.21000000000001,72.24972603494399,0.0005499943491935827
1027.5,72.21,72.25,0.0005537865152984391
1032.5,72.21385273856,72.253892032,0.0005543007966429968
1037.5,72.21910815846401,72.26940659353602,0.000696227693620157
1042.5,72.22,72.27000000000001,0.00069208941795276
1047.5,72.21382172620798,72.26999999999998,0.0007776432904743514
1052.5,72.22312121190399,72.271299185664,0.0006668523106503657
1057.5,72.23932049152,72.28000000000002,0.0005629635149152619
1062.5,72.239280216064,72.27999999999999,0.0005635210763763746
1067.5,72.248837987328,72.28,0.00043122305807644486
1072.5,72.248233095168,72.288924865536,0.0005630635781391669
1077.5,72.25057218304,72.28999999999999,0.0005455610655703598
1082.5,72.270499585536,72.31910178867197,0.0006722759456715725
1087.5,72.27777509631998,72.32000000000001,0.0005840344792516122
1092.5,72.29362505932798,72.33194269184001,0.0005298856020467128
1097.5,72.29999999999998,72.34,0.0005530973451328299
1102.5,72.29435629056,72.339999919104,0.0006311772934816395
1107.5,72.26422490214401,72.34,0.0010480366908358712
1112.5,72.26897658521604,72.33629320448,0.0009310382909417602
1117.5,72.26822484019199,72.33000000000003,0.0008544400997474416
1122.5,72.263682755072,72.32665729331202,0.0008710795836635472
1127.5,72.25000000000003,72.31860824371198,0.0009491432712737574
1132.5,72.255614163456,72.31,0.000752408075381079
1137.5,72.27040297369601,72.31000000000002,0.0005477513168311318
1142.5,72.28485587609599,72.31684404633602,0.0004424348793229669
1147.5,72.27999999999999,72.32,0.0005532503457813562
1152.5,72.272808666112,72.32,0.0006527503341683977
1157.5,72.267492899328,72.32,0.0007263039090758053
1162.5,72.266547530752,72.32,0.0007393858773914706
1167.5,72.27172963123199,72.31999999999998,0.0006676795118397914
1172.5,72.269768277504,72.32,0.0006948173270587329
1177.5,72.275959099392,72.32,0.0006091604145666289
1182.5,72.26991522252798,72.32,0.0006927845138793093
1187.5,72.268097867776,72.31999999999998,0.0007179323825943576
1192.5,72.26775941222401,72.32,0.0007226159154723545
1197.5,72.26548840806402,72.32000000000001,0.0007540419700505254
1202.5,72.25993711206401,72.31300429977601,0.0007341244377499192
1207.5,72.261930197504,72.31,0.0006649964512820065
1212.5,72.278472530944,72.30999999999999,0.0004361020118995495
1217.5,72.285073769984,72.31463755161599,0.0004089130866477945
1222.5,72.274625179136,72.32996654387199,0.0007654187705820213
1227.5,72.27,72.32999999999998,0.0008298755186722308
1232.5,72.27,72.32162014566399,0.0007140116661509995
1237.5,72.27,72.32,0.0006916107614634092
1242.5,72.27,72.32,0.0006916107614634093
1247.5,72.26999999999998,72.31999999999998,0.0006916107614634092
1252.5,72.27000000000001,72.31478996735999,0.000619563742656906
1257.5,72.27,72.301459641856,0.0004352111506739485
1262.5,72.24995562496,72.29282535014401,0.0005931970269856385
1267.5,72.24929114265599,72.29,0.0005632918579279369
1272.5,72.249092116992,72.29000000000002,0.000566046728783297
1277.5,72.247844586496,72.29,0.0005833151312080258
1282.5,72.23676356095999,72.28868484198402,0.000718510195783917
1287.5,72.23000288512,72.28,0.00069195370108654
1292.5,72.21808917503999,72.27523282483199,0.0007909497374870698
1297.5,72.22045294335999,72.26662633574404,0.0006391291948616427
1302.5,72.21789166592002,72.27358223104001,0.000770851706067118
1307.5,72.20999999999998,72.26077165311999,0.000702863330325425
1312.5,72.21,72.24680979507198,0.0005096259793765271
1317.5,72.17836188006402,72.23,0.0007151701254591611
1322.5,72.171438345728,72.23,0.000811096347151523
1327.5,72.17347549542401,72.23,0.0007828712082124786
1332.5,72.184024560128,72.23,0.0006367194126416251
1337.5,72.189593420288,72.23899118387199,0.0006840436462132814
1342.5,72.18,72.24,0.0008309098462815131
1347.5,72.183916267008,72.24,0.0007766566573262375
1352.5,72.198702969344,72.24825578752,0.0006861024675114469
1357.5,72.2,72.25,0.0006922810661128025
1362.5,72.2,72.25,0.0006922810661128025
1367.5,72.2,72.25,0.0006922810661128025
1372.5,72.207998094848,72.25,0.0005815118107783631
1377.5,72.21,72.25,0.0005537865152984391
1382.5,72.21,72.25,0.000553786515298439
1387.5,72.20999999999998,72.25,0.0005537865152984391
1392.5,72.21217100953601,72.25943261132801,0.0006542695070730096
1397.5,72.22,72.268565592576,0.0006722401508583676
1402.5,72.22,72.258317530624,0.0005304195630113378
1407.5,72.22,72.255051836928,0.00048522791308998336
1412.5,72.22,72.25999999999999,0.0005537098560355239
1417.5,72.22,72.26,0.0005537098560355239
1422.5,72.22,72.26,0.0005537098560355239
1427.5,72.22,72.26,0.0005537098560355239
1432.5,72.22,72.25999999999999,0.0005537098560355238
1437.5,72.229224580096,72.260222202368,0.000429073486108273
1442.5,72.24000000000001,72.26030878975999,0.00028108962845460746
1447.5,72.24000000000001,72.25999999999999,0.0002768166089966814
1452.5,72.24,72.26,0.00027681660899668136
1457.5,72.24,72.26,0.0002768166089966814
1462.5,72.24,72.267726061056,0.00038372951059493653
1467.5,72.24,72.27,0.000415196180195158
1472.5,72.24,72.27,0.00041519618019515795
1477.5,72.23999999999998,72.27,0.0004151961801951579
1482.5,72.24,72.27000000000001,0.00041519618019515795
1487.5,72.24,72.27,0.00041519618019515795
1492.5,72.24,72.27,0.0004151961801951579
1497.5,72.24000000000001,72.27,0.000415196180195158
1502.5,72.24,72.27,0.00041519618019515795
1507.5,72.24,72.27,0.000415196180195158
1512.5,72.24,72.27,0.000415196180195158
1517.5,72.24,72.27,0.00041519618019515795
1522.5,72.24,72.26999999999998,0.000415196180195158
1527.5,72.24000000000001,72.27,0.0004151961801951579
1532.5,72.24,72.27,0.00041519618019515795
1537.5,72.255060619264,72.27,0.00020674052676711521
1542.5,72.26,72.27,0.00013837957517457835
1547.5,72.26,72.27,0.00013837957517457835
1552.5,72.26,72.27,0.00013837957517457835
1557.5,72.26,72.27,0.00013837957517457835
1562.5,72.256157283328,72.26615760383999,0.00013839136980678862
1567.5,72.25,72.26304277913599,0.0001805045747475331
1572.5,72.25000000000001,72.27,0.0002767783005811794
1577.5,72.252714794496,72.27,0.00023920589078245112
1582.5,72.259994109952,72.27636657152,0.00022654924846730664
1587.5,72.25,72.28,0.0004151387255241283
1592.5,72.25,72.28,0.0004151387255241283
1597.5,72.25000000000001,72.27999999999999,0.00041513872552412836
1602.5,72.25000000000001,72.28,0.0004151387255241284
1607.5,72.25,72.28,0.0004151387255241283
1612.5,72.25000000000001,72.28,0.00041513872552412836
1617.5,72.25,72.28,0.0004151387255241284
1622.5,72.25,72.28,0.0004151387255241284
1627.5,72.25,72.28,0.0004151387255241283
1632.5,72.25,72.28,0.0004151387255241284
1637.5,72.25,72.28000000000002,0.0004151387255241284
1642.5,72.25060080947199,72.29607734886399,0.0006291786968336232
1647.5,72.252472854016,72.32999999999998,0.0010724297801533104
1652.5,72.26,72.32999999999998,0.0009682550660487334
1657.5,72.26,72.33,0.0009682550660487333
1662.5,72.265453846528,72.33000000000001,0.0008927849846481752
1667.5,72.26692585420798,72.33,0.0008724154089988629
1672.5,72.260631893504,72.33,0.0009595109523413614
1677.5,72.26,72.33,0.0009682550660487333
1682.5,72.26,72.33,0.0009682550660487333
1687.5,72.265666379776,72.33,0.0008898439591821055
1692.5,72.27000000000001,72.32999999999998,0.0008298755186722307
1697.5,72.27,72.33,0.0008298755186722307
1702.5,72.277584772608,72.32999999999998,0.0007249322945998287
1707.5,72.28,72.33,0.0006915151096051055
1712.5,72.280075868672,72.32999999999998,0.0006904655327254674
1717.5,72.28113225318401,72.33,0.0006758513747262155
1722.5,72.29,72.32999999999998,0.0005531738348775003
1727.5,72.291364635136,72.33,0.0005342979090498808
1732.5,72.300111547392,72.33,0.00041330899411013664
1737.5,72.30879278899201,72.339986772992,0.00043130756559887516
1742.5,72.31000000000002,72.344587741184,0.00047820909264668736
1747.5,72.310007928832,72.35,0.0005529112335656271
1752.5,72.329545348608,72.35,0.0002827749703192835
1757.5,72.34,72.35641584435199,0.00022689217327761325
1762.5,72.34,72.37,0.00041462234814458067
1767.5,72.34123559475199,72.372432403968,0.0004311513028361568
1772.5,72.35000000000001,72.37999999999998,0.00041456505216611814
1777.5,72.35000000000001,72.37999999999997,0.0004145650521661182
1782.5,72.35,72.38,0.0004145650521661182
1787.5,72.35017176832,72.38,0.00041219108609493794
1792.5,72.36000000000001,72.42333766604801,0.0008749132998205571
1797.5,72.369031068672,72.43,0.0008421187813036224
1802.5,72.37991963904,72.43,0.000691670385453372
1807.5,72.365715177472,72.42871936716801,0.0008702899114074444
1812.5,72.34011143372801,72.411244071424,0.0009828242347058559
1817.5,72.348923943936,72.41000000000001,0.0008438322248761631
1822.5,72.35,72.41,0.0008289582757668178
1827.5,72.35,72.405278362624,0.0007637468028023007
1832.5,72.35000000000001,72.39999999999999,0.000690846286701366
1837.5,72.35000000000001,72.4,0.000690846286701366
1842.5,72.35,72.4,0.0006908462867013662
1847.5,72.34999999999998,72.4,0.0006908462867013659
1852.5,72.35,72.392135494144,0.0005822130232818497
1857.5,72.35,72.39,0.0005527152134863376
1862.5,72.35,72.39,0.0005527152134863376
1867.5,72.29700978790399,72.36149965568,0.0008916383256912559
1872.5,72.283518063104,72.36,0.0010575253651999336
1877.5,72.28,72.36,0.0011061946902654633
1882.5,72.26019006873601,72.32141510656,0.0008469249831155109
1887.5,72.269849980416,72.32,0.0006936877623360209
1892.5,72.266164091904,72.32,0.0007446927511110499
1897.5,72.268133727232,72.32,0.0007174361610368386
1902.5,72.273107606016,72.32,0.0006486137954484365
1907.5,72.27890806579201,72.32,0.0005683622707937834
1912.5,72.293033202688,72.32001574911999,0.00037317090940252955
1917.5,72.31488163481599,72.34347836671999,0.0003953675850336342
1922.5,72.34605198233598,72.367373171712,0.0002946709660929547
1927.5,72.35000294655998,72.38092539187201,0.0004272999695053575
1932.5,72.35067858944,72.39,0.0005433366024555405
1937.5,72.36,72.39000000000001,0.0004145077720207411
1942.5,72.361023394816,72.39000000000001,0.00040036564824963173
1947.5,72.36929567590401,72.39951216896,0.0004174449828969508
1952.5,72.37,72.40000000000002,0.0004144505077018876
1957.5,72.34082150144,72.39010448281601,0.0006810302527154806
1962.5,72.337712538624,72.38999999999999,0.0007225649104272736
1967.5,72.33,72.39,0.000829187396351607
1972.5,72.33,72.39,0.0008291873963516069
1977.5,72.33000000000001,72.39000000000001,0.0008291873963516069
1982.5,72.33095783936,72.39,0.0008159456845549854
1987.5,72.320916053504,72.38853172582401,0.0009345021263403329
1992.5,72.313842615296,72.38,0.000914448702186931
1997.5,72.32335113984,72.38,0.0007829675505013891
2002.5,72.33051560140798,72.38000000000001,0.0006839092817626154
2007.5,72.342054354432,72.38,0.000524394965951043
2012.5,72.34016842854402,72.38,0.000550463467989187
2017.5,72.340684951552,72.38,0.0005433237488875686
2022.5,72.34746516224,72.38,0.0004496032388379271
2027.5,72.344208998912,72.38,0.0004946120596471689
2032.5,72.33999999999999,72.38,0.0005527915975676071
2037.5,72.34,72.38,0.000552791597567607
2042.5,72.33358626201601,72.38,0.0006414587347970579
2047.5,72.337949867008,72.38,0.000581133794238849
2052.5,72.34040980377598,72.38,0.0005471270215427043
2057.5,72.35,72.38,0.00041456505216611814
2062.5,72.35,72.38,0.00041456505216611814
2067.5,72.35,72.38,0.0004145650521661181
2072.5,72.332940109824,72.365784257536,0.000453969993249498
2077.5,72.32054897817599,72.35167151871998,0.00043024818611440285
2082.5,72.3211539968,72.3525101568,0.0004334735123964698
2087.5,72.322771660288,72.35194269952001,0.00040326424316887324
2092.5,72.315224958976,72.35,0.00048076834354133445
2097.5,72.317792948736,72.35243622297601,0.00047892848470022965
2102.5,72.332830473728,72.35999999999999,0.000375551316595382
2107.5,72.33154445875199,72.36,0.000393328188230609
2112.5,72.32401456844799,72.35303651020799,0.00040119647993787475
2117.5,72.326395595264,72.36000000000001,0.0004645158788273213
2122.5,72.33562266060801,72.36687607398402,0.0004319682215202939
2127.5,72.345906939392,72.374944047616,0.00040128429997959066
2132.5,72.34492356044801,72.373239970304,0.00039133209880344555
2137.5,72.33999999999999,72.36999999999999,0.00041462234814458067
2142.5,72.336325201408,72.367583193088,0.000432027387635195
2147.5,72.330686950912,72.366735025664,0.0004982530655750372
2152.5,72.340739241472,72.364391392768,0.0003268990748619398
2157.5,72.34544483686399,72.37921527296001,0.00046668698395720023
2162.5,72.339970853376,72.360016844288,0.00027706970923625383
2167.5,72.337983702016,72.365803380736,0.00038450141585157283
2172.5,72.33420586496,72.359796235776,0.0003537098755394362
2177.5,72.33729185075201,72.36950915123201,0.0004452783769227705
2182.5,72.33585872537599,72.369711512576,0.0004678871103759475
2187.5,72.33036131123201,72.36851653785602,0.0005273733144566406
2192.5,72.327973364736,72.361411451392,0.00046220558340087127
2197.5,72.32812135577598,72.34887258111999,0.0002868548496882935
2202.5,72.33042220544,72.36,0.00040884285305178776
2207.5,72.33000000000001,72.35242093055999,0.0003099240368614348
2212.5,72.33,72.3491032192,0.0002640678306919003
2217.5,72.33,72.34,0.00013824566254240844
2222.5,72.312320356864,72.332560974848,0.0002798905053083027
2227.5,72.277331759616,72.307787045376,0.0004212775263112337
2232.5,72.26762139340798,72.301509054976,0.00046880796236710225
2237.5,72.27455456256001,72.31291403776,0.0005306042218209815
2242.5,72.27,72.3,0.0004150238638721884
2247.5,72.27,72.299958030336,0.00041444333046331835
2252.5,72.268175717376,72.301573046272,0.00046202285935997465
2257.5,72.260029510144,72.298732987904,0.0005354694880021024
2262.5,72.26005148416002,72.29,0.00041436885115355
2267.5,72.251945187328,72.28882878873601,0.0005103561748734588
2272.5,72.241395230208,72.28034134988799,0.000538966399064512
2277.5,72.23999999999998,72.27297193215999,0.00045631595866956707
2282.5,72.231005165056,72.26399398707198,0.00045661106067782284
2287.5,72.22521137510401,72.25999999999999,0.0004815551339249055
2292.5,72.22630624716801,72.25999999999999,0.0004663959508018127
2297.5,72.22,72.25153434879999,0.0004365447736053774
2302.5,72.22,72.25,0.00041531113726034667
2307.5,72.21999999999998,72.24884557056001,0.00039933176973578835
2312.5,72.22591320063998,72.255147242496,0.00040467635385861686
2317.5,72.22252188672,72.26130057676801,0.0005367900944896019
2322.5,72.22355998719999,72.25999999999999,0.0005044196241855527
2327.5,72.23,72.26,0.0004152536507716954
2332.5,72.23911775078399,72.26362837811202,0.00033923954688226524
2337.5,72.24,72.27,0.000415196180195158
2342.5,72.23999999999998,72.27,0.00041519618019515795
2347.5,72.24,72.27,0.000415196180195158
2352.5,72.24,72.27,0.000415196180195158
2357.5,72.24,72.27,0.00041519618019515795
2362.5,72.24,72.27,0.00041519618019515795
2367.5,72.24,72.27,0.000415196180195158
2372.5,72.24,72.27,0.000415196180195158
2377.5,72.24000000000001,72.27,0.00041519618019515795
2382.5,72.24000000000001,72.27,0.00041519618019515795
2387.5,72.24,72.27,0.000415196180195158
2392.5,72.24000000000001,72.27,0.00041519618019515795
2397.5,72.24,72.27000000000001,0.000415196180195158
2402.5,72.24,72.27,0.0004151961801951579
2407.5,72.24,72.27000000000001,0.0004151961801951579
2412.5,72.24,72.27,0.000415196180195158
2417.5,72.24,72.27,0.000415196180195158
2422.5,72.23932158105602,72.26978279167999,0.0004215838233256675
2427.5,72.2,72.25747996672,0.0007958024899574461
2432.5,72.199625989632,72.24970724915201,0.0006934099006753581
2437.5,72.15999999999998,72.21999999999998,0.0008311400470979675
2442.5,72.16003967488001,72.22000000000001,0.0008305902670897912
2447.5,72.15938983935999,72.22000000000001,0.0008395962943026728
2452.5,72.166145602048,72.22,0.0007459796346595584
2457.5,72.16840263936,72.22,0.0007147035730341023
2462.5,72.159242817536,72.22,0.0008416410481211289
2467.5,72.15,72.22,0.0009697305534389856
2472.5,72.15,72.22,0.0009697305534389856
2477.5,72.15,72.22,0.0009697305534389856
2482.5,72.15,72.22,0.0009697305534389856
2487.5,72.15263947929601,72.21281200793601,0.0008336138966187754
2492.5,72.16,72.21645975449599,0.0007821163678835239
2497.5,72.16,72.22,0.0008311400470979675
2502.5,72.16,72.22,0.0008311400470979674
2507.5,72.153284104704,72.22,0.0009242159800585558
2512.5,72.15,72.22,0.0009697305534389856
2517.5,72.15,72.22,0.0009697305534389856
2522.5,72.133616047104,72.203617881088,0.0009699761155153508
2527.5,72.13646488063999,72.2,0.0008803773805587163
2532.5,72.146883865088,72.20000000000002,0.0007359533113006446
2537.5,72.15,72.2,0.0006927606511949727
2542.5,72.142542842368,72.2,0.0007961241075437466
2547.5,72.145294695424,72.2,0.0007579807482011098
2552.5,72.15,72.2,0.0006927606511949727
2557.5,72.15000000000002,72.2,0.0006927606511949727
2562.5,72.15000000000002,72.19999999999999,0.0006927606511949727
2567.5,72.15,72.2,0.0006927606511949727
2572.5,72.15,72.19999999999999,0.0006927606511949727
2577.5,72.14999999999999,72.20000000000002,0.0006927606511949727
2582.5,72.15055673600001,72.2,0.0006850448179669871
2587.5,72.171936793088,72.21160983449599,0.0005495543735074912
2592.5,72.18000000000002,72.22,0.0005540166204985047
2597.5,72.18000000000002,72.22,0.0005540166204985048
2602.5,72.18736620697601,72.22503649843199,0.0005217038443299604
2607.5,72.19,72.23,0.0005539398975212055
2612.5,72.19,72.23,0.0005539398975212055
2617.5,72.19,72.23,0.0005539398975212055
2622.5,72.19,72.23,0.0005539398975212055
2627.5,72.19000000000001,72.22999999999999,0.0005539398975212056
2632.5,72.19,72.23000000000002,0.0005539398975212056
2637.5,72.19,72.23,0.0005539398975212055
2642.5,72.19,72.23,0.0005539398975212055
2647.5,72.156087739392,72.22078323046401,0.000896213593525075
